ticker,headline,timestamp,url,source,window,fetched_at,sentiment_label,sentiment_score
AAPL,"Apple Stock (AAPL) After Hours Today, Dec. 18, 2025: What Moved Shares After the Bell—and What to Watch Before Friday’s Open - ts2.tech",2025-12-18T22:13:01,https://news.google.com/rss/articles/CBMi1AFBVV95cUxNZm9DMFVpaldwc1A4Y09IQTFFQ3dpdTdmWjBMdE14S2pyTV9FZ1VtSjIyVFduMWtvcm53WkVoQmVRNU5kV0lpMTFKV0lLU19lZkRjdnpMSzB5MnpGbnNJbThLN3RDTGMxOWkxdTRKTnNCWjliM0JFYl95Yjl0UnRFOHZsV1phYUQ0MjA0WDBvZXFTUWxNZkQybUlsUmlYSzJ4WHRUT2ZkN3hwbkxlYXdlSEFVc0laaDRKeXNVOEJPbzJKODNxcmFrbU9ka3lBclk5MDh3Sw?oc=5,google_news,1d,2025-12-19T02:59:11.444616+00:00,neutral,6.17331807006849e-06
AAPL,"Top Morgan Stanley, Jefferies Analysts Lift Apple Stock (AAPL) Price Target. Here’s Why - TipRanks",2025-12-18T21:22:23,https://news.google.com/rss/articles/CBMisgFBVV95cUxNdE43bTcxYVlrSWFhUjBjaDVTc214TlNFOUNwbG8td0FPS3FxSXhNV0t2WXg1ejQ4bmFLSGZhV2sxckk2bDg5UEwtZzNwNEFldnlOd3NYa1JHT0k2SkgtdFpDdjRQRGkxR05Vak1xcEx3b1F2YUxEQzBDd1NaUG9kamswM3NrbldHMk5FQnpyS2gxcFIxdWdlejFfNjFPZTJhS3JUTkpxcmljUDRNWkpQOXpR?oc=5,google_news,1d,2025-12-19T02:59:11.444843+00:00,neutral,0.003355340799316764
AAPL,Evercore ISI Raises PT on Apple (AAPL) Stock - Yahoo Finance,2025-12-18T05:39:00,https://news.google.com/rss/articles/CBMif0FVX3lxTFByWlhQNEF4R0w4UURnZlhPQy1ONjUxNUx1M1RvbE1MTG5XY0JiM2YydlVpMjFNaVVidEVST2x0Y0s1dWxIa05KVmY3UGk4OVYtXzZLQ2ZnV09kNkNkUnp6aVB0Y0dHdmlrYnFRenozbWpMb1Ywckp1dTBhbU05ZmM?oc=5,google_news,1d,2025-12-19T02:59:11.445010+00:00,neutral,0.0005661345203407109
AAPL,Apple Stock To Drop 40% In 2026? - Forbes,2025-12-18T10:00:00,https://news.google.com/rss/articles/CBMipwFBVV95cUxOUXVmeGc5TWJHWUQteUVzYk8tQ1hlclpaek9ZMmpYOWw4QndiNHhwcjk1RTZRd0VaVDlBSXRFUzZkX1FJTnpSUGNjNVhwUGxBcVY0THd5VDRiZWlQWVB1bUVLVGQ2WmIwREZNclFnUDhrOXRBbDRxQ3QwemZyaEFZS2NZZjFWZWYyWnV5cmI5QWRObktJdllYLV9WaENxQkhENi1jTUJRbw?oc=5,google_news,1d,2025-12-19T02:59:11.445183+00:00,negative,-0.758632242679596
AAPL,Apple Inc. $AAPL Stock Position Reduced by Bank of New Hampshire - MarketBeat,2025-12-18T08:32:29,https://news.google.com/rss/articles/CBMiwAFBVV95cUxPejhMdzU0d2JXdlJLZWJET3VEMjk4R1NDSDNncWw0Vm9zbkVGa0trM3RvLWV0Sm80c2R3NGw3UndBTzE2dFdlSkxkTmhGVjhpTlRXeVhSUUF1MUdUSklqMUlLbVBiMEZTM2d0eW9LQ1VWd1ZZZ0p4clVlU0l2ODlUcFhpYUotdjFsSS1scXBQOHdOT3hUZVNOVk1IZHNQX3NaQ0lHU0N3S3BrLTNpLVladGFMNlZ5S1RoaGtYRW5peWQ?oc=5,google_news,1d,2025-12-19T02:59:11.445324+00:00,neutral,-0.006431905087083578
AAPL,These Techs Had The Biggest Stock Buybacks In Q3. What To Expect In 2026. - Investor's Business Daily,2025-12-18T19:56:00,https://news.google.com/rss/articles/CBMie0FVX3lxTE5RQ3hhLVA2R09tT19ZcklfMGdLMkRvcG84NjdhbHd5WmdQeERFTlg4VGQzMjNfTXVJUVlCSHF4VTFvaVhtc1M1V2VVTUxGYzdLUy1pdEQwMWZrcHNVXzM1XzhwMXA5czBZMHZwY0FaWmtFTEpPMGFoY2lQUQ?oc=5,google_news,1d,2025-12-19T02:59:11.445476+00:00,neutral,-0.0034172094892710447
AAPL,"Apple's foldable iPhone could face shortages early on, analyst says (AAPL:NASDAQ) - Seeking Alpha",2025-12-18T13:29:05,https://news.google.com/rss/articles/CBMipgFBVV95cUxQZHJhQTgtM2tDaEM4TzhVZWdjOGtDZHhTUDVWRXRiNzN1SDhQY2RIS3JQQXRzTEd5Y2dFOGU2Qmcwelk0YW9RVVVybHVKenBreHREWm1oWHYtRURTTTBpMW5mbm5kNlE5WU5LVlliYUpGelZNTU5kRk41aEhWbVAzTTE5X1Q4RE1JNGh1M3lXYU0wbFV5aWM1dTBOZ0FsZHZySmNhSjhR?oc=5,google_news,1d,2025-12-19T02:59:11.445610+00:00,negative,-0.5480190515518188
AAPL,"New Buy Rating for Apple (AAPL), the Technology Giant - The Globe and Mail",2025-12-18T14:05:57,https://news.google.com/rss/articles/CBMi0gFBVV95cUxQakNfbjVoMk1MeHpVNWRRRmpWNGZXMG5lUzF5Vk1ZZXdaRk9mU0ZPTk9mMmhzdE9GUmgxc09jZWFOcnNwN3hwejZraktDNkVQNzVwWDhQeUJTdXdsSHBTOWF0YWRpNl9FQUpBd21KUmpqSWlGLW5uMUtoODd2aTNtb2k0eVdnWWUzTS1raU5lak9ua1BUeDF0Y0J4bURRT1NaZTdFbmRXUk84VUxfb3d5U3hkVF9fRTBWWFltcXNubldHSnJ3MUVEbDJTamdJb0VyMXc?oc=5,google_news,1d,2025-12-19T02:59:11.445770+00:00,positive,1.0
AAPL,Why 2026 May Be Apple’s Year - 24/7 Wall St.,2025-12-18T20:35:01,https://news.google.com/rss/articles/CBMie0FVX3lxTE9KSTBxaEdJVlN2MTk4V1hKSERXOEoxSldqaTIycmIzLVBIQmpUTjlkTExqVTBTZHlIbzRIQXhhVTlwbmNiU1FyMkhoWExjbHZoY3IzODA5enB3TTR3N0FiSzlXYS16WU5uTGJabFR5NHFqNUxuYjVrTjNKdw?oc=5,google_news,1d,2025-12-19T02:59:11.445903+00:00,neutral,-3.266198973506107e-06
AAPL,"Dow Movers: AAPL, HD - Nasdaq",2025-12-18T17:03:00,https://news.google.com/rss/articles/CBMiX0FVX3lxTE45aFZQaktneG44LXhmeXNLeWdWOVBOSl8yOUxOYlVpS2hjaGRqU1NtT3FIaUo1X01TWTlGV0p2cmVhTVZoUzhDd0MxMFpYZWxXM3pCTzBUa3M4cXAwRllF?oc=5,google_news,1d,2025-12-19T02:59:11.446087+00:00,neutral,0.0012803906574845314
