ticker,date,open,high,low,close,adj_close,volume,fetched_at
AAPL,2025-12-03,286.20001220703125,288.6099853515625,285.8999938964844,286.3800048828125,286.3800048828125,12124089,2025-12-03T15:52:17.401256+00:00
AMZN,2025-12-03,233.35000610351562,233.3800048828125,230.63999938964844,232.6750030517578,232.6750030517578,12215726,2025-12-03T15:52:17.401256+00:00
GOOGL,2025-12-03,315.760009765625,320.0299987792969,314.1000061035156,319.7799072265625,319.7799072265625,11043723,2025-12-03T15:52:17.401256+00:00
META,2025-12-03,644.4099731445312,648.8499145507812,641.6118774414062,643.5800170898438,643.5800170898438,2904329,2025-12-03T15:52:17.401256+00:00
MSFT,2025-12-03,476.2900085449219,484.239990234375,475.20001220703125,481.5799865722656,481.5799865722656,13948180,2025-12-03T15:52:17.401256+00:00
NVDA,2025-12-03,181.06500244140625,182.4199981689453,179.110107421875,180.9149932861328,180.9149932861328,56729669,2025-12-03T15:52:17.401256+00:00
TSLA,2025-12-03,431.8450012207031,444.3800048828125,431.1174011230469,442.9670104980469,442.9670104980469,33385129,2025-12-03T15:52:17.401256+00:00
^IXIC,2025-12-03,23315.580078125,23443.98828125,23271.83203125,23422.583984375,23422.583984375,2430465000,2025-12-03T15:52:17.401256+00:00
^NDX,2025-12-03,25443.705078125,25558.453125,25388.4375,25540.52734375,25540.52734375,376174717,2025-12-03T15:52:17.401256+00:00
^NDXE,2025-12-03,8674.8642578125,8730.6513671875,8667.0185546875,8712.576171875,8712.576171875,0,2025-12-03T15:52:17.401256+00:00
^VIX,2025-12-03,16.43000030517578,17.280000686645508,16.25,16.34000015258789,16.34000015258789,0,2025-12-03T15:52:17.401256+00:00
