ticker,date,open,high,low,close,adj_close,volume,fetched_at
AAPL,2020-01-02,74.05999755859375,75.1500015258789,73.79750061035156,75.0875015258789,72.46825408935547,135480400,2025-11-27T05:57:02.916018
AAPL,2020-01-03,74.2874984741211,75.1449966430664,74.125,74.35749816894531,71.76374816894531,146322800,2025-11-27T05:57:02.916018
AAPL,2020-01-06,73.44750213623047,74.98999786376953,73.1875,74.94999694824219,72.33557891845703,118387200,2025-11-27T05:57:02.916018
AAPL,2020-01-07,74.95999908447266,75.2249984741211,74.37000274658203,74.59750366210938,71.99536895751953,108872000,2025-11-27T05:57:02.916018
AAPL,2020-01-08,74.29000091552734,76.11000061035156,74.29000091552734,75.79750061035156,73.15349578857422,132079200,2025-11-27T05:57:02.916018
AAPL,2020-01-09,76.80999755859375,77.60749816894531,76.55000305175781,77.40750122070312,74.70732879638672,170108400,2025-11-27T05:57:02.916018
AAPL,2020-01-10,77.6500015258789,78.1675033569336,77.0625,77.5824966430664,74.87622833251953,140644800,2025-11-27T05:57:02.916018
AAPL,2020-01-13,77.91000366210938,79.26750183105469,77.7874984741211,79.23999786376953,76.47589111328125,121532000,2025-11-27T05:57:02.916018
AAPL,2020-01-14,79.17500305175781,79.39250183105469,78.0425033569336,78.16999816894531,75.44325256347656,161954400,2025-11-27T05:57:02.916018
AAPL,2020-01-15,77.9625015258789,78.875,77.38749694824219,77.83499908447266,75.11991119384766,121923600,2025-11-27T05:57:02.916018
AAPL,2020-01-16,78.39749908447266,78.92500305175781,78.02249908447266,78.80999755859375,76.0609130859375,108829200,2025-11-27T05:57:02.916018
AAPL,2020-01-17,79.06749725341797,79.68499755859375,78.75,79.68250274658203,76.90296936035156,137816400,2025-11-27T05:57:02.916018
AAPL,2020-01-21,79.29750061035156,79.75499725341797,79.0,79.14250183105469,76.3818130493164,110843200,2025-11-27T05:57:02.916018
AAPL,2020-01-22,79.6449966430664,79.99749755859375,79.32749938964844,79.42500305175781,76.6544418334961,101832400,2025-11-27T05:57:02.916018
